"","X","Institution..program","S.Rank.High","S.Rank.Low","Research.High","Research.Low","Students.High","Students.Low","Diversity.High","Diversity.Low","R.Rank.High","R.Rank.Low"
"30",29,"New York U. (Program in History &amp; Middle Eastern Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"31",30,"Northwestern U. (Slavic Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"32",31,"Ohio State U. Main Campus (East Asian Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"33",32,"Ohio State U. Main Campus (Slavic and East European Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"34",33,"Princeton U. (East Asian Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"35",34,"Princeton U. (Near Eastern Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"36",35,"Princeton U. (Slavic  Languages and  Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"37",36,"Rutgers U. at New Brunswick (Italian)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"38",37,"Stanford U. (Japanese)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"39",38,"Stanford U. (Modern Thought and Literature)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"40",39,"Stanford U. (Slavic Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"41",40,"U. of Arizona (East Asian Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"42",41,"U. of California at Berkeley (East Asian Languages and Cultures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"43",42,"U. of California at Berkeley (Italian Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"44",43,"U. of California at Berkeley (Near Eastern Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"45",44,"U. of California at Berkeley (Scandinavian Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"46",45,"U. of California at Berkeley (Slavic Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"47",46,"U. of California at Berkeley (South and Southeast Asian Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"48",47,"U. of California at Los Angeles (Asian Languages and Cultures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"49",48,"U. of California at Los Angeles (Islamic Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"50",49,"U. of California at Los Angeles (Italian)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"51",50,"U. of California at Los Angeles (Near Eastern Languages and Cultures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"52",51,"U. of California at Los Angeles (Slavic Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"53",52,"U. of Chicago (East Asian Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"54",53,"U. of Chicago (Near Eastern Languages &amp; Civilizations)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"55",54,"U. of Chicago (Slavic Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"56",55,"U. of Chicago (South Asian Languages and Civilizations)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"57",56,"U. of Georgia (Romance Languages)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"58",57,"U. of Hawaii-Manoa (East Asian Languages &amp; Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"59",58,"U. of Illinois at Chicago (Slavic Languages &amp; Literature)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"60",59,"U. of Illinois at Urbana-Champaign (Slavic Language and Literature)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"61",60,"U. of Kansas (Slavic Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"62",61,"U. of Michigan at Ann Arbor (Asian Languages and Cultures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"63",62,"U. of Michigan at Ann Arbor (Near Eastern Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"64",63,"U. of Michigan at Ann Arbor (Slavic Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"65",64,"U. of Missouri at Columbia (Romance Languages)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"66",65,"U. of North Carolina at Chapel Hill (Slavic Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"67",66,"U. of North Carolina at Chapel Hill (Romance Languages - Italian)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"68",67,"U. of Oregon (East Asian Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"69",68,"U. of Oregon (Romance Languages)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"70",69,"U. of Pennsylvania (East Asian Languages and Cultures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"71",70,"U. of Pennsylvania (Italian)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"72",71,"U. of Pennsylvania (Near Eastern Languages and Cultures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"73",72,"U. of Southern California (Slavic Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"74",73,"U. of Texas at Austin (Asian Cultures and Languages)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"75",74,"U. of Texas at Austin (Latin American Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"76",75,"U. of Texas at Austin (Slavic Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"77",76,"U. of Utah (Languages and Literature)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"78",77,"U. of Utah (Middle Eastern Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"79",78,"U. of Virginia (Slavic Languages &amp; Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"80",79,"U. of Washington (Asian Languages and Literature)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"81",80,"U. of Washington (Near and Middle Eastern Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"82",81,"U. of Washington (Scandinavian Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"83",82,"U. of Wisconsin at Madison (African Languages and Literature)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"84",83,"U. of Wisconsin at Madison (Chinese)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"85",84,"U. of Wisconsin at Madison (Hebrew and Semitic Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"86",85,"U. of Wisconsin at Madison (Italian)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"87",86,"U. of Wisconsin at Madison (Languages and Cultures of Asia)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"88",87,"U. of Wisconsin at Madison (Slavic Languages and Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"89",88,"Wayne State U. (Modern Languages)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"90",89,"Yale U. (East Asian Languages &amp; Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"91",90,"Yale U. (Italian Language &amp; Literature)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"92",91,"Yale U. (Near Eastern Languages &amp; Civilizations)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"93",92,"Yale U. (Renaissance Studies)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"94",93,"Yale U. (Slavic Languages &amp; Literatures)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
