"","X","Institution..program","S.Rank.High","S.Rank.Low","Research.High","Research.Low","Students.High","Students.Low","Diversity.High","Diversity.Low","R.Rank.High","R.Rank.Low"
"47",46,"U. at Buffalo (SUNY) (Political Science)","69","92","45","79","87","98","48","77","49","83"
"48",47,"U. of Alabama (Political Science)","64","85","42","58","31","78","56","81","88","102"
"49",48,"U. of Arizona (Political Science)","20","36","26","47","1","19","31","57","30","55"
"50",49,"U. of California at Berkeley (Political Science)","8","23","9","22","59","81","87","99","1","3"
"51",50,"U. of California at Davis (Political Science)","7","26","6","23","5","31","88","100","20","35"
"52",51,"U. of California at Irvine (Political Science)","36","50","31","50","50","77","40","66","30","50"
"53",52,"U. of California at Los Angeles (Political Science)","31","44","32","50","51","79","40","66","8","17"
"54",53,"U. of California at Riverside (Political Science)","27","45","11","35","29","64","71","91","47","79"
"55",54,"U. of California at San Diego (Political Science)","5","18","5","17","23","56","84","98","6","20"
"56",55,"U. of California at Santa Barbara (Political Science)","65","86","55","80","83","97","35","62","39","73"
"57",56,"U. of Chicago (Political Science)","28","44","29","54","60","83","11","34","8","19"
"58",57,"U. of Cincinnati Main Campus (Political Science)","81","95","80","97","47","83","20","46","62","96"
"59",58,"U. of Colorado at Boulder (Political Science)","37","54","40","61","18","55","56","81","37","66"
"60",59,"U. of Connecticut (Political Science Ph.D.)","53","73","61","78","41","71","57","80","35","69"
"61",60,"U. of Dallas (Politics)","105","105","105","105","98","104","100","104","103","105"
"62",61,"U. of Delaware (Political Science &amp; International Relations)","60","81","78","97","4","32","4","18","90","101"
"63",62,"U. of Florida (Political Science)","54","76","50","71","32","68","59","82","45","77"
"64",63,"U. of Georgia (Political Science)","78","91","58","74","79","95","96","103","52","87"
"65",64,"U. of Hawaii-Manoa (Political Science)","89","98","96","104","84","96","19","43","36","66"
"66",65,"U. of Houston main campus (Political Science)","93","100","98","104","23","57","94","102","67","96"
"67",66,"U. of Illinois at Chicago (Political Science)","81","98","77","104","40","76","35","60","62","90"
"68",67,"U. of Illinois at Urbana-Champaign (Political Science)","10","26","16","31","12","46","20","42","21","39"
"69",68,"U. of Iowa (Political Science)","46","61","24","40","79","94","80","95","26","48"
"70",69,"U. of Kansas (Political Science)","51","70","63","76","1","31","47","77","71","95"
"71",70,"U. of Kentucky (Political Science)","34","47","25","43","24","59","102","105","48","88"
"72",71,"U. of Maryland at College Park (Government and Politics)","33","46","21","40","66","86","37","60","9","22"
"73",72,"U. of Massachusetts at Amherst (Political Science)","56","74","66","79","30","64","18","39","44","74"
"74",73,"U. of Miami (International Studies)","55","78","75","98","75","95","2","3","35","71"
"75",74,"U. of Michigan at Ann Arbor (Political Science)","3","6","2","9","29","61","15","38","3","7"
"76",75,"U. of Minnesota-Twin Cities (Political Science)","25","38","22","39","30","65","22","48","15","29"
"77",76,"U. of Mississippi (Political Science)","46","81","45","77","1","56","72","93","64","100"
"78",77,"U. of Missouri at Columbia (Political Science)","28","72","17","78","48","79","21","43","39","74"
"79",78,"U. of Missouri at Saint Louis (Political Science)","84","97","74","92","87","99","2","9","77","99"
"80",79,"U. of Nebraska at Lincoln (Political Science)","46","63","54","71","10","43","55","83","67","94"
"81",80,"U. of Nevada at Reno (Political Science)","99","104","97","104","78","104","98","105","92","105"
"82",81,"U. of New Mexico Main Campus (Political Science)","34","53","34","64","5","47","9","28","65","93"
"83",82,"U. of New Orleans (Political Science)","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R"
"84",83,"U. of North Carolina at Chapel Hill (Political Science)","17","32","22","39","7","43","80","96","8","18"
"85",84,"U. of North Texas (Political Science)","73","87","44","55","93","103","75","93","58","86"
"86",85,"U. of Notre Dame (Political Science)","49","66","62","81","24","59","12","33","41","66"
"87",86,"U. of Oklahoma Norman Campus (Political Science)","79","91","78","94","54","81","62","83","68","94"
"88",87,"U. of Oregon (Political Science)","44","61","43","63","9","39","62","84","62","87"
"89",88,"U. of Pennsylvania (Political Science)","39","61","24","52","49","81","22","48","29","66"
"90",89,"U. of Pittsburgh Main Campus (Political Science)","14","34","25","58","12","45","3","12","10","38"
"91",90,"U. of Rochester (Political Science)","21","38","27","48","1","23","13","34","39","73"
"92",91,"U. of South Carolina at Columbia (Political Science &amp; International Studies)","53","71","51","70","64","82","40","67","43","68"
"93",92,"U. of Southern California (Politics &amp; International Relations)","26","40","25","46","32","63","8","25","12","27"
"94",93,"U. of Tennessee (Political Science)","67","85","78","93","17","71","72","92","70","98"
"95",94,"U. of Texas at Austin (Government)","41","54","47","62","20","56","90","102","23","43"
"96",95,"U. of Utah (Political Science)","96","102","82","97","104","105","77","95","52","85"
"97",96,"U. of Virginia (Politics)","61","78","57","72","59","84","74","91","26","48"
"98",97,"U. of Washington (Political Science)","16","33","14","31","31","63","42","69","17","34"
"99",98,"U. of Wisconsin at Madison (Political Science)","19","31","23","37","7","35","70","92","10","22"
"100",99,"U. of Wisconsin at Milwaukee (Political Science)","52","76","43","66","1","13","100","105","94","103"
"101",100,"Vanderbilt U. (Political Science)","32","51","35","65","9","47","11","34","38","68"
"102",101,"Washington State U. (Political Science)","43","64","38","62","60","84","29","54","56","89"
"103",102,"Washington U. in St. Louis (Political Science)","6","18","5","15","8","47","58","81","17","36"
"104",103,"Wayne State U. (Political Science)","65","87","71","91","67","90","23","46","44","83"
"105",104,"Western Michigan U. (Political Science)","80","93","92","102","32","66","7","26","82","100"
"106",105,"Yale U. (Political Science)","6","17","8","20","19","52","21","43","4","8"
