"","X","Institution..program","S.Rank.High","S.Rank.Low","Research.High","Research.Low","Students.High","Students.Low","Diversity.High","Diversity.Low","R.Rank.High","R.Rank.Low"
"109",108,"U. of New Mexico Main Campus (Electrical &amp; Computer Engineering)",54,100,40,99,26,95,27,92,46,88
"110",109,"U. of North Carolina at Charlotte (Ph.D. in Electrical Engineering)",90,126,66,124,33,95,13,64,110,131
"111",110,"U. of Notre Dame (Electrical and Computer Engineering)",33,81,25,87,21,68,56,109,36,71
"112",111,"U. of Oklahoma Norman Campus (Electrical &amp; Computer Engineering)",51,101,55,118,16,60,63,113,83,115
"113",112,"U. of Pennsylvania (Electrical and Systems Engineering)",37,76,43,97,12,49,55,113,49,79
"114",113,"U. of Pittsburgh Main Campus (Electrical Engineering)",72,107,86,124,23,79,27,87,47,85
"115",114,"U. of Rochester (Electrical Engineering)",31,77,23,82,39,94,32,93,38,69
"116",115,"U. of South Carolina at Columbia (Electrical Engineering)",4,17,3,12,14,52,23,84,14,39
"117",116,"U. of South Florida (Electrical Engineering)",101,127,88,129,69,106,31,93,74,108
"118",117,"U. of Southern California (Electrical Engineering)",35,71,29,78,114,126,47,108,11,20
"119",118,"U. of Tennessee (Electrical and Computer Engineering)",53,100,57,119,60,106,12,66,51,89
"120",119,"U. of Texas at Austin (Electrical and Computer Engineering)",25,64,16,55,129,133,84,122,5,14
"121",120,"U. of Texas at Dallas (Electrical Engineering)",65,112,57,115,64,114,42,100,43,87
"122",121,"U. of Toledo (Electrical Engineering)",75,118,110,134,2,36,40,103,87,119
"123",122,"U. of Utah (Electrical Engineering)",32,70,25,77,38,97,69,119,47,92
"124",123,"U. of Virginia (Electrical Engineering)",14,50,14,58,39,92,10,52,26,49
"125",124,"U. of Washington (Electrical Engineering)",30,62,35,85,15,51,90,121,27,45
"126",125,"U. of Wisconsin at Madison (Electrical Engineering)",29,70,26,85,65,104,37,97,23,42
"127",126,"U. of Wyoming (Electrical and Computer Engineering)",51,104,81,130,27,102,53,103,77,130
"128",127,"Utah State U. (Electrical Engineering (ENG))",106,127,124,135,27,96,129,136,105,127
"129",128,"Vanderbilt U. (Electrical Engineering)",24,61,20,68,4,34,34,94,35,68
"130",129,"Virginia Commonwealth U. (Electrical and Computer Science Engineering)",45,96,31,94,90,122,44,108,72,116
"131",130,"Virginia Tech (Electrical Engineering)",29,68,48,111,51,101,60,111,19,38
"132",131,"Washington State U. (Electrical Engineering)",68,111,59,112,86,120,19,78,77,107
"133",132,"Washington U. in St. Louis (Electrical and Systems Engineering)",55,97,50,101,80,117,116,132,42,73
"134",133,"Wayne State U. (Computer Engineering)",105,131,63,120,123,134,39,106,66,113
"135",134,"Wayne State U. (Electrical Engineering)",92,125,60,117,115,127,36,96,73,103
"136",135,"Yale U. (Electrical Engineering)",6,24,7,25,15,73,12,68,21,46
