"","X","Institution..program","S.Rank.High","S.Rank.Low","Research.High","Research.Low","Students.High","Students.Low","Diversity.High","Diversity.Low","R.Rank.High","R.Rank.Low"
"52",51,"U. of Maryland at College Park (Journalism and Public Communication)",70,80,62,76,66,79,27,54,22,81
"53",52,"U. of Massachusetts at Amherst (Communication)",39,63,51,72,46,75,9,23,12,67
"54",53,"U. of Memphis (Communication)",69,81,60,78,56,77,56,74,4,81
"55",54,"U. of Miami (Communication)",59,76,70,79,23,52,3,13,1,82
"56",55,"U. of Michigan at Ann Arbor (Communication Studies)",7,22,8,13,45,79,2,11,2,58
"57",56,"U. of Minnesota-Twin Cities (Communication Studies)",62,76,46,66,61,79,68,81,23,72
"58",57,"U. of Minnesota-Twin Cities (Mass Communication)",40,63,41,53,18,57,52,73,12,77
"59",58,"U. of Missouri at Columbia (Communication)",14,45,12,42,5,30,40,68,15,78
"60",59,"U. of Missouri at Columbia (Journalism)",8,24,14,32,1,20,4,15,7,83
"61",60,"U. of Nebraska at Lincoln (Communication Studies)",24,58,28,64,2,33,11,34,8,77
"62",61,"U. of New Mexico Main Campus (Communication)",52,68,62,78,26,56,2,8,6,79
"63",62,"U. of North Carolina at Chapel Hill (Journalism and Mass Communication)",9,23,32,48,1,11,25,55,13,71
"64",63,"U. of North Carolina at Chapel Hill (Communication Studies)",10,26,34,50,4,30,53,73,3,82
"65",64,"U. of Oklahoma Norman Campus (Communication)",25,50,16,36,18,53,51,71,24,71
"66",65,"U. of Oregon (Communication and Society)",33,61,57,78,1,7,42,69,14,72
"67",66,"U. of Pennsylvania (Communication(Annenberg))",1,5,1,5,14,53,15,38,2,44
"68",67,"U. of Pittsburgh Main Campus (Communication)",44,66,36,55,26,71,75,82,9,68
"69",68,"U. of South Carolina at Columbia (Mass Communications)",66,79,48,64,39,72,28,55,7,83
"70",69,"U. of South Florida (Communication)",35,60,57,77,3,29,22,53,3,76
"71",70,"U. of Southern California (Communication)",17,37,15,32,26,70,39,66,6,76
"72",71,"U. of Southern Mississippi (Communication)",83,83,71,81,38,80,81,83,13,82
"73",72,"U. of Tennessee (Communication and Information)",38,59,25,38,34,71,16,43,25,71
"74",73,"U. of Texas at Austin (Advertising)",43,69,26,56,74,82,2,10,16,83
"75",74,"U. of Texas at Austin (Communication Studies)",18,34,19,33,32,65,15,38,12,68
"76",75,"U. of Texas at Austin (Journalism)",13,30,34,54,13,48,7,23,1,69
"77",76,"U. of Texas at Austin (Radio-Television-Film)",12,30,16,27,13,60,14,38,5,70
"78",77,"U. of Utah (Communication)",44,80,61,75,12,82,42,68,13,78
"79",78,"U. of Washington (Communication)",26,48,21,34,35,70,37,63,15,66
"80",79,"U. of Wisconsin at Madison (Communication Arts)",60,73,49,63,25,63,66,79,24,75
"81",80,"U. of Wisconsin at Madison (Mass Communications)",1,6,1,6,51,72,35,58,2,77
"82",81,"Washington State U. (Edward R. Murrow School of Communication)",19,41,19,37,14,39,15,44,7,65
"83",82,"Wayne State U. (Communication)",71,81,62,76,73,81,16,39,13,82
